ID,datetime,session_start,time,sw_flip,sw_offset,sw_subwave_num,sw_number,mo_y,mo_x,mo_fake_release,mo_act_drag,mo_lobe,level,version,device_timezone,device_OS,time_diff,coord_diff,total_sw_events,first,last,target_location,action_location,action_location_normalized,actions,actions_normalized,collect,false_collect,action_sequences,action_sequences_str,count,sw_start,last_sw,ba_time,ba_position,ba_ID,ba_age,last_ba_sw,is_last_sw,session_score,session_nr,threshold,session_cleared,learned,learning,diff,score,previous_score,prev_action_sequences_str,action_seq_frequency,rank,rank_pct,prev_rank,top,top_prev,puzzle_attempt,cum_score,trial_score,cum_score_s6,cum_score_last_6,threshold_puzzle,first_threshold,anon_id
1608233856_1377889536,2020-12-17 19:37:33,32091,79203.0,True,1.0,1.0,5.0,108.888916,121.53119,0.0,False,6.0,1.0,2.0,"{'bias': 0.0, 'name': 'WET'}",Android,334.0,6.6671753,7.0,False,False,5.0,5.0,0.0,5.0,0.0,False,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0]",8090.0,78069.0,6.0,81595.0,5.0,0.0,6.0,6.0,False,144.0,0.0,True,0.0,True,True,,36.0,36.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0]",8062.0,2.0,0.9999232481387672,2.0,2.0,2.0,5,108.0,36.0,,,False,1.0,1072
1610650624_4196779776,2021-01-14 17:58:00,107089,131938.0,False,5.0,3.0,4.0,140.74075,192.62231,0.0,False,6.0,1.0,2.0,"{'bias': -60.0, 'name': '-01'}",Android,116.0,-2.2229004,8.0,False,False,5.0,5.0,0.0,5.0,0.0,False,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",342.0,130974.0,4.0,133169.0,5.0,0.0,7.0,4.0,True,38.0,1.0,False,,False,False,-36.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0]",341.0,12.0,0.9990789776652084,2.0,12.0,2.0,9,112.0,0.0,37.0,75.0,False,1.0,2719
1608333952_4174515712,2020-12-21 14:16:32,526726,535722.0,False,4.0,2.0,2.0,135.00003,167.09174,0.0,False,6.0,1.0,2.0,"{'bias': 0.0, 'name': 'WET'}",Android,212.0,23.335266,6.0,False,False,4.0,5.0,1.0,5.0,1.0,False,False,"[1.0, 1.0, 1.0, 1.0, 1.0, -0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, -0.0]",30.0,535315.0,6.0,538239.0,4.0,0.0,6.0,6.0,False,216.0,11.0,True,8.0,True,False,72.0,36.0,36.0,"[5.0, 5.0, 5.0, 5.0, 5.0, -0.0]",30.0,83.0,0.9892163634968149,71.0,other,other,37,307.0,36.0,199.0,108.0,False,12.0,1290
1608333952_4174515712,2020-12-18 23:34:33,563164,610818.0,True,0.0,4.0,5.0,50.555573,-208.50461,0.0,True,1.0,1.0,2.0,"{'bias': 0.0, 'name': 'WET'}",Android,834.0,-221.67293,6.0,False,True,0.0,0.0,0.0,-0.0,-0.0,True,False,"[-5.0, -4.0, -3.0, -2.0, -1.0, -0.0]","[-5.0, -4.0, -3.0, -2.0, -1.0, -0.0]",157.0,606534.0,6.0,611402.0,0.0,0.0,6.0,6.0,False,216.0,8.0,True,8.0,True,True,180.0,36.0,36.0,"[-5.0, -4.0, -3.0, -2.0, -1.0, -0.0]",157.0,31.0,0.997582316371172,31.0,other,other,46,631.0,36.0,415.0,216.0,True,12.0,1290
1610650624_4196779776,2021-01-14 17:57:04,51262,61221.0,True,0.0,3.0,1.0,64.44446,-17.067993,0.0,False,1.0,1.0,2.0,"{'bias': -60.0, 'name': '-01'}",Android,266.0,-10.370605,7.0,False,False,0.0,0.0,0.0,0.0,0.0,False,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -5.0, 5.0, -0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -5.0, 5.0, -0.0]",2.0,56180.0,5.0,65529.0,0.0,0.0,6.0,5.0,False,74.0,0.0,False,,False,False,,36.0,36.0,,2.0,111.0,0.8077365876122496,3.0,other,3.0,1,36.0,36.0,,,False,1.0,2719
1608333952_4174515712,2020-12-18 23:30:39,329486,346515.0,False,2.0,0.0,2.0,-147.77777,172.09222,0.0,False,5.0,1.0,2.0,"{'bias': 0.0, 'name': 'WET'}",Android,9204.0,80.57089,5.0,True,False,2.0,4.0,2.0,4.0,2.0,False,False,"[2.0, 0.0, 4.0, 3.0, 3.0]","[2.0, 0.0, 4.0, 3.0, 3.0]",2.0,346515.0,3.0,354178.0,2.0,0.0,7.0,3.0,False,16.0,4.0,False,8.0,True,True,16.0,0.0,,"[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",2.0,111.0,0.8077365876122496,18.0,other,18.0,23,145.0,0.0,145.0,0.0,False,12.0,1290
1608333952_4174515712,2021-02-03 13:21:39,2099376,2116953.0,True,2.0,1.0,4.0,81.66669,140.42212,0.0,False,6.0,1.0,2.0,"{'bias': 0.0, 'name': 'WET'}",Android,3622.0,200.56342,6.0,True,False,4.0,5.0,1.0,5.0,1.0,False,False,"[1.0, 1.0, 1.0, 1.0, 1.0, -0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, -0.0]",30.0,2116953.0,6.0,2119496.0,4.0,0.0,6.0,6.0,False,216.0,15.0,True,8.0,True,False,0.0,36.0,,"[5.0, 5.0, 5.0, 5.0, 5.0, -0.0]",30.0,83.0,0.9892163634968149,71.0,other,other,63,1207.0,36.0,991.0,216.0,True,12.0,1290
1619377557_554053837,2021-04-25 20:09:03,191300,225963.0,False,0.0,2.0,3.0,-108.33334,122.52118,0.0,False,5.0,1.0,2.09,"{'bias': 60.0, 'name': 'BST'}",Android,1553.0,51.74591,5.0,False,True,0.0,4.0,4.0,4.0,4.0,False,False,"[0.0, 3.0, 2.0, 3.0, 4.0]","[0.0, 3.0, 2.0, 3.0, 4.0]",7.0,221344.0,3.0,226264.0,0.0,0.0,7.0,3.0,True,0.0,4.0,False,11.0,True,True,0.0,0.0,0.0,"[0.0, 1.0, 5.0, 1.0, 5.0]",7.0,106.0,0.9483459973904368,109.0,other,other,27,182.0,0.0,182.0,0.0,False,14.0,3688
1608290560_3509209088,2020-12-18 11:24:38,127499,133812.0,False,3.0,5.0,1.0,-154.40001,-6.800049,0.0,False,4.0,1.0,2.0,"{'bias': 0.0, 'name': 'WET'}",iOS,28615.0,-38.40001,2.0,True,False,3.0,3.0,0.0,3.0,0.0,False,False,"[0.0, -0.0]","[0.0, -0.0]",2658.0,133812.0,3.0,137761.0,3.0,0.0,1.0,3.0,False,1.0,1.0,False,,False,False,-1.0,1.0,,,2650.0,4.0,0.999769744416302,112.0,4.0,first,6,3.0,1.0,,,False,1.0,1201
1608290560_3509209088,2020-12-18 11:24:38,127499,146729.0,True,2.0,2.0,2.0,-200.8,2.799988,0.0,False,4.0,1.0,2.0,"{'bias': 0.0, 'name': 'WET'}",iOS,982.0,27.199982,7.0,False,False,4.0,3.0,5.0,3.0,5.0,False,False,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]",72.0,142412.0,3.0,151078.0,4.0,0.0,7.0,3.0,False,1.0,1.0,False,,False,False,-1.0,0.0,0.0,"[0.0, -0.0]",72.0,48.0,0.996008903215903,4.0,other,4.0,7,3.0,0.0,0.0,3.0,False,1.0,1201
1619377557_554053837,2021-04-25 20:06:09,17432,28424.0,False,0.0,1.0,2.0,-4.166687,216.7492,0.0,True,3.0,1.0,2.09,"{'bias': 60.0, 'name': 'BST'}",Android,6656.0,61.835526,7.0,True,False,0.0,2.0,2.0,-2.0,-2.0,False,False,"[-2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]","[-2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]",2.0,28424.0,3.0,36376.0,0.0,0.0,7.0,3.0,False,1.0,0.0,False,11.0,True,True,,0.0,,[-0.0],2.0,111.0,0.8077365876122496,1.0,other,1.0,2,1.0,0.0,,,False,14.0,3688
1610650624_4196779776,2021-01-14 17:58:00,107089,123720.0,True,2.0,1.0,3.0,-97.77777,206.7005,0.0,False,5.0,1.0,2.0,"{'bias': -60.0, 'name': '-01'}",Android,1596.0,7.4078674,7.0,False,False,4.0,4.0,0.0,4.0,0.0,False,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0]",8090.0,122124.0,4.0,127495.0,4.0,0.0,6.0,4.0,False,38.0,1.0,False,,False,False,-36.0,36.0,36.0,[-0.0],8062.0,2.0,0.9999232481387672,1.0,2.0,1.0,8,112.0,36.0,37.0,75.0,False,1.0,2719
1619377557_554053837,2021-04-25 20:14:05,493184,506801.0,False,0.0,2.0,3.0,-82.5,139.19867,0.0,False,5.0,1.0,2.09,"{'bias': 60.0, 'name': 'BST'}",Android,233.0,2.5618896,6.0,False,False,0.0,4.0,4.0,4.0,4.0,False,False,"[1.0, -2.0, 3.0, 4.0, 5.0, 3.0]","[1.0, -2.0, 3.0, 4.0, 5.0, 3.0]",1.0,506078.0,6.0,508540.0,0.0,0.0,7.0,6.0,False,148.0,11.0,True,11.0,True,True,130.0,0.0,0.0,"[1.0, 2.0, 3.0, 4.0, 5.0, 0.0, -0.0]",1.0,112.0,0.3794228260035306,5.0,other,5.0,56,543.0,0.0,485.0,58.0,False,14.0,3688
1608333952_4174515712,2020-12-21 14:16:32,526726,549575.0,True,5.0,4.0,4.0,168.33334,32.077087,0.0,False,1.0,1.0,2.0,"{'bias': 0.0, 'name': 'WET'}",Android,433.0,8.3349,6.0,False,False,1.0,0.0,5.0,0.0,5.0,False,False,"[5.0, 5.0, 5.0, 5.0, 5.0, -0.0]","[5.0, 5.0, 5.0, 5.0, 5.0, -0.0]",42.0,549142.0,6.0,552815.0,1.0,0.0,6.0,6.0,False,216.0,11.0,True,8.0,True,False,72.0,36.0,36.0,"[5.0, 5.0, 5.0, 5.0, 5.0, -0.0]",42.0,71.0,0.9924783175992018,71.0,other,other,39,379.0,36.0,199.0,180.0,True,12.0,1290
1608333952_4174515712,2021-02-03 13:21:39,2099376,2123006.0,False,1.0,4.0,5.0,159.44446,7.629944,0.0,False,1.0,1.0,2.0,"{'bias': 0.0, 'name': 'WET'}",Android,189.0,17.22284,6.0,False,False,1.0,0.0,5.0,0.0,5.0,False,False,"[5.0, 5.0, 5.0, 5.0, 5.0, -0.0]","[5.0, 5.0, 5.0, 5.0, 5.0, -0.0]",42.0,2122659.0,6.0,2124986.0,1.0,0.0,6.0,6.0,False,216.0,15.0,True,8.0,True,False,0.0,36.0,36.0,"[1.0, 1.0, 1.0, 1.0, 1.0, -0.0]",42.0,71.0,0.9924783175992018,83.0,other,other,64,1243.0,36.0,1027.0,216.0,True,12.0,1290
1608333952_4174515712,2021-02-03 13:19:51,1991816,1994315.0,False,0.0,1.0,1.0,76.66669,131.53229,0.0,False,6.0,1.0,2.0,"{'bias': 0.0, 'name': 'WET'}",Android,216.0,-8.889496,6.0,False,False,0.0,5.0,5.0,5.0,5.0,False,False,"[5.0, 5.0, 5.0, 5.0, 5.0, -0.0]","[5.0, 5.0, 5.0, 5.0, 5.0, -0.0]",42.0,1993650.0,6.0,1996815.0,0.0,0.0,6.0,6.0,False,216.0,13.0,True,8.0,True,False,216.0,36.0,36.0,,42.0,71.0,0.9924783175992018,98.0,other,other,48,667.0,0.0,487.0,180.0,True,12.0,1290
1619377557_554053837,2021-04-29 12:15:50,97930,153992.0,False,0.0,0.0,5.0,53.333313,-140.9837,0.0,False,2.0,1.0,2.09,"{'bias': 60.0, 'name': 'BST'}",Android,12117.0,-380.09772,3.0,True,False,0.0,1.0,1.0,1.0,1.0,False,False,"[1.0, 4.0, -0.0]","[1.0, 4.0, -0.0]",15.0,153992.0,6.0,157373.0,0.0,0.0,6.0,6.0,False,180.0,15.0,True,11.0,True,False,-36.0,36.0,,"[1.0, 4.0, -0.0]",15.0,98.0,0.976897689768977,98.0,other,other,14,146.0,36.0,2.0,144.0,True,14.0,3688
1608333952_4174515712,2021-02-03 13:19:51,1991816,1993650.0,False,0.0,1.0,1.0,82.7778,126.53174,0.0,False,6.0,1.0,2.0,"{'bias': 0.0, 'name': 'WET'}",Android,9910.0,-19.977753,6.0,True,False,0.0,5.0,5.0,5.0,5.0,False,False,"[5.0, 5.0, 5.0, 5.0, 5.0, -0.0]","[5.0, 5.0, 5.0, 5.0, 5.0, -0.0]",42.0,1993650.0,6.0,1996815.0,0.0,0.0,6.0,6.0,False,216.0,13.0,True,8.0,True,False,216.0,36.0,,,42.0,71.0,0.9924783175992018,98.0,other,first,48,667.0,0.0,487.0,180.0,True,12.0,1290
1610650624_4196779776,2021-01-14 17:58:00,107089,131822.0,False,5.0,3.0,4.0,140.74075,194.84521,0.0,False,6.0,1.0,2.0,"{'bias': -60.0, 'name': '-01'}",Android,134.0,3.704773,8.0,False,False,5.0,5.0,0.0,5.0,0.0,False,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",342.0,130974.0,4.0,133169.0,5.0,0.0,7.0,4.0,True,38.0,1.0,False,,False,False,-36.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0]",341.0,12.0,0.9990789776652084,2.0,12.0,2.0,9,112.0,0.0,37.0,75.0,False,1.0,2719
1619377557_554053837,2021-04-25 22:25:30,291551,335069.0,False,0.0,5.0,5.0,-146.66667,-40.91858,0.0,False,4.0,1.0,2.09,"{'bias': 60.0, 'name': 'BST'}",Android,360.0,182.58412,7.0,False,False,0.0,3.0,3.0,3.0,3.0,False,False,"[1.0, 2.0, 3.0, 4.0, 5.0, 0.0, -0.0]","[1.0, 2.0, 3.0, 4.0, 5.0, 0.0, -0.0]",769.0,334444.0,6.0,345777.0,0.0,0.0,6.0,6.0,False,216.0,14.0,True,11.0,True,False,216.0,36.0,36.0,"[1.0, 2.0, 1.0, 2.0, 1.0, 0.0, -0.0]",769.0,5.0,0.9996929925550696,99.0,5.0,other,36,404.0,36.0,224.0,180.0,True,14.0,3688
1619377557_554053837,2021-04-25 20:07:37,105049,117923.0,False,0.0,1.0,1.0,-220.83334,5.778503,0.0,False,4.0,1.0,2.09,"{'bias': 60.0, 'name': 'BST'}",Android,5835.0,117.408295,4.0,False,False,0.0,3.0,3.0,3.0,3.0,False,False,"[5.0, 3.0, 1.0, 5.0]","[5.0, 3.0, 1.0, 5.0]",12.0,112088.0,3.0,121997.0,0.0,0.0,7.0,3.0,False,0.0,2.0,False,11.0,True,True,0.0,0.0,0.0,,12.0,101.0,0.970488909356052,112.0,other,other,16,182.0,0.0,38.0,144.0,True,14.0,3688
1608333952_4174515712,2021-02-03 13:20:45,2046285,2052734.0,True,0.0,3.0,2.0,103.888916,139.86652,0.0,False,6.0,1.0,2.0,"{'bias': 0.0, 'name': 'WET'}",Android,3691.0,-297.22763,6.0,True,False,0.0,5.0,5.0,5.0,5.0,False,False,"[5.0, 5.0, 5.0, 5.0, 5.0, -0.0]","[5.0, 5.0, 5.0, 5.0, 5.0, -0.0]",42.0,2052734.0,6.0,2055434.0,0.0,0.0,6.0,6.0,False,216.0,14.0,True,8.0,True,False,0.0,36.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, -0.0]",42.0,71.0,0.9924783175992018,83.0,other,other,55,919.0,36.0,703.0,216.0,True,12.0,1290
1608333952_4174515712,2021-02-03 13:21:39,2099376,2117490.0,True,2.0,1.0,4.0,74.44446,133.19916,0.0,False,6.0,1.0,2.0,"{'bias': 0.0, 'name': 'WET'}",Android,191.0,5.0,6.0,False,False,4.0,5.0,1.0,5.0,1.0,False,False,"[1.0, 1.0, 1.0, 1.0, 1.0, -0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, -0.0]",30.0,2116953.0,6.0,2119496.0,4.0,0.0,6.0,6.0,False,216.0,15.0,True,8.0,True,False,0.0,36.0,36.0,"[5.0, 5.0, 5.0, 5.0, 5.0, -0.0]",30.0,83.0,0.9892163634968149,71.0,other,other,63,1207.0,36.0,991.0,216.0,True,12.0,1290
